DateID,ProductID,Date,zip,SentimentScore
18,211,"Sunday, June 1, 2014",66002,11
18,211,"Sunday, June 1, 2014",20041,78
18,211,"Sunday, June 1, 2014",29001,85
18,211,"Sunday, June 1, 2014",14,33
18,211,"Sunday, June 1, 2014",38848,81
18,211,"Sunday, June 1, 2014",20001,29
18,211,"Sunday, June 1, 2014",39813,37
18,211,"Sunday, June 1, 2014",39813,39
18,211,"Sunday, June 1, 2014",56,23
18,211,"Sunday, June 1, 2014",41,22
18,211,"Sunday, June 1, 2014",116,47
18,211,"Sunday, June 1, 2014",71,71
18,211,"Sunday, June 1, 2014",63,69
18,211,"Sunday, June 1, 2014",72,77
18,211,"Sunday, June 1, 2014",20058,60
18,211,"Sunday, June 1, 2014",7001,75
18,211,"Sunday, June 1, 2014",48001,61
18,211,"Sunday, June 1, 2014",20041,66
18,211,"Sunday, June 1, 2014",27,13
18,211,"Sunday, June 1, 2014",84,62
18,211,"Sunday, June 1, 2014",68001,74
18,211,"Sunday, June 1, 2014",56,31
18,211,"Sunday, June 1, 2014",39813,19
18,211,"Sunday, June 1, 2014",68,84
18,211,"Sunday, June 1, 2014",24701,86
18,211,"Sunday, June 1, 2014",20001,24
18,211,"Sunday, June 1, 2014",14,19
18,211,"Sunday, June 1, 2014",48001,64
18,211,"Sunday, June 1, 2014",35004,13
18,211,"Sunday, June 1, 2014",20041,83
18,211,"Sunday, June 1, 2014",24701,77
18,211,"Sunday, June 1, 2014",1,46
18,211,"Sunday, June 1, 2014",67,63
18,211,"Sunday, June 1, 2014",46001,10
18,211,"Sunday, June 1, 2014",38848,83
18,211,"Sunday, June 1, 2014",50001,49
18,211,"Sunday, June 1, 2014",501,68
18,211,"Sunday, June 1, 2014",5101,62
18,211,"Sunday, June 1, 2014",5101,83
18,211,"Sunday, June 1, 2014",63,86
18,211,"Sunday, June 1, 2014",43001,79
18,211,"Sunday, June 1, 2014",58001,66
18,211,"Sunday, June 1, 2014",50001,29
18,211,"Sunday, June 1, 2014",43001,65
18,211,"Sunday, June 1, 2014",46001,26
18,211,"Sunday, June 1, 2014",48001,60
18,211,"Sunday, June 1, 2014",188,85
18,211,"Sunday, June 1, 2014",20058,70
18,211,"Sunday, June 1, 2014",72,83
18,211,"Sunday, June 1, 2014",58001,74
18,211,"Sunday, June 1, 2014",12,14
18,211,"Sunday, June 1, 2014",29001,77
18,211,"Sunday, June 1, 2014",35004,27
18,211,"Sunday, June 1, 2014",66002,49
18,211,"Sunday, June 1, 2014",42223,78
18,211,"Sunday, June 1, 2014",2801,90
18,211,"Sunday, June 1, 2014",40003,25
18,211,"Sunday, June 1, 2014",1,10
18,211,"Sunday, June 1, 2014",40003,50
18,211,"Sunday, June 1, 2014",50001,50
18,211,"Sunday, June 1, 2014",14,38
18,211,"Sunday, June 1, 2014",72,73
18,211,"Sunday, June 1, 2014",71,65
18,211,"Sunday, June 1, 2014",39813,42
18,211,"Sunday, June 1, 2014",2801,71
18,211,"Sunday, June 1, 2014",42223,83
18,211,"Sunday, June 1, 2014",67,65
18,211,"Sunday, June 1, 2014",84,85
18,211,"Sunday, June 1, 2014",57001,75
18,211,"Sunday, June 1, 2014",82001,61
18,211,"Sunday, June 1, 2014",14,20
18,211,"Sunday, June 1, 2014",57001,75
18,211,"Sunday, June 1, 2014",188,70
18,211,"Sunday, June 1, 2014",84,74
18,211,"Sunday, June 1, 2014",41,30
18,211,"Sunday, June 1, 2014",58001,76
18,211,"Sunday, June 1, 2014",158,25
18,211,"Sunday, June 1, 2014",24701,76
18,211,"Sunday, June 1, 2014",53001,72
18,211,"Sunday, June 1, 2014",58001,82
18,211,"Sunday, June 1, 2014",24701,69
18,211,"Sunday, June 1, 2014",116,20
18,211,"Sunday, June 1, 2014",39813,38
18,211,"Sunday, June 1, 2014",40003,30
18,211,"Sunday, June 1, 2014",35004,50
18,211,"Sunday, June 1, 2014",88901,75
18,211,"Sunday, June 1, 2014",64,90
18,211,"Sunday, June 1, 2014",50001,26
18,211,"Sunday, June 1, 2014",35004,40
18,211,"Sunday, June 1, 2014",71601,18
18,211,"Sunday, June 1, 2014",14,15
18,211,"Sunday, June 1, 2014",68001,86
18,211,"Sunday, June 1, 2014",59,68
18,211,"Sunday, June 1, 2014",57001,64
18,211,"Sunday, June 1, 2014",41,27
18,211,"Sunday, June 1, 2014",12,10
16,211,"Tuesday, April 1, 2014",20058,65
16,211,"Tuesday, April 1, 2014",68,88
16,211,"Tuesday, April 1, 2014",82001,80
16,211,"Tuesday, April 1, 2014",20001,32
16,211,"Tuesday, April 1, 2014",82001,83
16,211,"Tuesday, April 1, 2014",20058,67
16,211,"Tuesday, April 1, 2014",67,61
16,211,"Tuesday, April 1, 2014",71,80
16,211,"Tuesday, April 1, 2014",50001,46
16,211,"Tuesday, April 1, 2014",59,69
16,211,"Tuesday, April 1, 2014",88901,80
16,211,"Tuesday, April 1, 2014",6001,38
16,211,"Tuesday, April 1, 2014",42223,61
16,211,"Tuesday, April 1, 2014",158,25
16,211,"Tuesday, April 1, 2014",38848,67
16,211,"Tuesday, April 1, 2014",58001,84
16,211,"Tuesday, April 1, 2014",6001,20
16,211,"Tuesday, April 1, 2014",48001,72
16,211,"Tuesday, April 1, 2014",46001,43
16,211,"Tuesday, April 1, 2014",12,47
16,211,"Tuesday, April 1, 2014",2801,73
16,211,"Tuesday, April 1, 2014",27,38
16,211,"Tuesday, April 1, 2014",41,25
16,211,"Tuesday, April 1, 2014",15937,82
16,211,"Tuesday, April 1, 2014",71601,25
16,211,"Tuesday, April 1, 2014",72,89
16,211,"Tuesday, April 1, 2014",63,73
16,211,"Tuesday, April 1, 2014",50001,31
16,211,"Tuesday, April 1, 2014",84,82
16,211,"Tuesday, April 1, 2014",38848,74
16,211,"Tuesday, April 1, 2014",7001,65
16,211,"Tuesday, April 1, 2014",20001,12
16,211,"Tuesday, April 1, 2014",6001,20
16,211,"Tuesday, April 1, 2014",14,24
16,211,"Tuesday, April 1, 2014",6001,27
16,211,"Tuesday, April 1, 2014",68,79
16,211,"Tuesday, April 1, 2014",43001,86
16,211,"Tuesday, April 1, 2014",46001,22
16,211,"Tuesday, April 1, 2014",66002,46
16,211,"Tuesday, April 1, 2014",6001,48
16,211,"Tuesday, April 1, 2014",46001,11
16,211,"Tuesday, April 1, 2014",116,50
16,211,"Tuesday, April 1, 2014",501,90
16,211,"Tuesday, April 1, 2014",20001,14
16,211,"Tuesday, April 1, 2014",71,82
16,211,"Tuesday, April 1, 2014",116,36
16,211,"Tuesday, April 1, 2014",57001,65
16,211,"Tuesday, April 1, 2014",40003,25
16,211,"Tuesday, April 1, 2014",7001,62
16,211,"Tuesday, April 1, 2014",41,31
16,211,"Tuesday, April 1, 2014",56,38
16,211,"Tuesday, April 1, 2014",35004,40
16,211,"Tuesday, April 1, 2014",72,85
16,211,"Tuesday, April 1, 2014",38848,86
16,211,"Tuesday, April 1, 2014",57001,90
16,211,"Tuesday, April 1, 2014",20041,73
16,211,"Tuesday, April 1, 2014",38848,68
16,211,"Tuesday, April 1, 2014",67,61
16,211,"Tuesday, April 1, 2014",68,65
16,211,"Tuesday, April 1, 2014",71,79
16,211,"Tuesday, April 1, 2014",1,27
16,211,"Tuesday, April 1, 2014",188,79
16,211,"Tuesday, April 1, 2014",57001,60
16,211,"Tuesday, April 1, 2014",42223,66
16,211,"Tuesday, April 1, 2014",43001,71
16,211,"Tuesday, April 1, 2014",46001,46
16,211,"Tuesday, April 1, 2014",41,47
16,211,"Tuesday, April 1, 2014",56,12
16,211,"Tuesday, April 1, 2014",68,87
16,211,"Tuesday, April 1, 2014",62356,27
16,211,"Tuesday, April 1, 2014",68,82
16,211,"Tuesday, April 1, 2014",7001,68
16,211,"Tuesday, April 1, 2014",43001,80
16,211,"Tuesday, April 1, 2014",116,12
16,211,"Tuesday, April 1, 2014",42223,72
16,211,"Tuesday, April 1, 2014",63005,63
16,211,"Tuesday, April 1, 2014",19701,45
16,211,"Tuesday, April 1, 2014",42223,69
16,211,"Tuesday, April 1, 2014",7001,84
16,211,"Tuesday, April 1, 2014",41,17
16,211,"Tuesday, April 1, 2014",24701,84
16,211,"Tuesday, April 1, 2014",53001,85
16,211,"Tuesday, April 1, 2014",58001,69
16,211,"Tuesday, April 1, 2014",57001,61
16,211,"Tuesday, April 1, 2014",88901,83
16,211,"Tuesday, April 1, 2014",56,36
16,211,"Tuesday, April 1, 2014",7001,86
16,211,"Tuesday, April 1, 2014",501,83
16,211,"Tuesday, April 1, 2014",50001,35
16,211,"Tuesday, April 1, 2014",46001,20
16,211,"Tuesday, April 1, 2014",88901,70
16,211,"Tuesday, April 1, 2014",38848,83
16,211,"Tuesday, April 1, 2014",59,66
16,211,"Tuesday, April 1, 2014",20058,90
16,211,"Tuesday, April 1, 2014",35004,27
16,211,"Tuesday, April 1, 2014",57001,74
16,211,"Tuesday, April 1, 2014",7001,81
23,211,"Saturday, November 1, 2014",7001,66
23,211,"Saturday, November 1, 2014",20058,74
23,211,"Saturday, November 1, 2014",188,63
23,211,"Saturday, November 1, 2014",6001,15
23,211,"Saturday, November 1, 2014",68,70
23,211,"Saturday, November 1, 2014",58001,73
23,211,"Saturday, November 1, 2014",48001,83
23,211,"Saturday, November 1, 2014",53001,74
23,211,"Saturday, November 1, 2014",12,26
23,211,"Saturday, November 1, 2014",1,50
23,211,"Saturday, November 1, 2014",71601,37
23,211,"Saturday, November 1, 2014",50001,33
23,211,"Saturday, November 1, 2014",53001,79
23,211,"Saturday, November 1, 2014",58001,71
23,211,"Saturday, November 1, 2014",40003,44
23,211,"Saturday, November 1, 2014",6001,13
23,211,"Saturday, November 1, 2014",62356,35
23,211,"Saturday, November 1, 2014",7001,62
23,211,"Saturday, November 1, 2014",1,12
23,211,"Saturday, November 1, 2014",1,46
23,211,"Saturday, November 1, 2014",68,83
23,211,"Saturday, November 1, 2014",48001,61
23,211,"Saturday, November 1, 2014",35004,49
23,211,"Saturday, November 1, 2014",42223,89
23,211,"Saturday, November 1, 2014",68001,63
23,211,"Saturday, November 1, 2014",15937,82
23,211,"Saturday, November 1, 2014",53001,79
23,211,"Saturday, November 1, 2014",63005,70
23,211,"Saturday, November 1, 2014",42223,66
23,211,"Saturday, November 1, 2014",40003,25
23,211,"Saturday, November 1, 2014",66002,13
23,211,"Saturday, November 1, 2014",158,29
23,211,"Saturday, November 1, 2014",71,78
23,211,"Saturday, November 1, 2014",59,73
23,211,"Saturday, November 1, 2014",71601,22
23,211,"Saturday, November 1, 2014",6001,43
23,211,"Saturday, November 1, 2014",50001,43
23,211,"Saturday, November 1, 2014",63005,84
23,211,"Saturday, November 1, 2014",63005,78
23,211,"Saturday, November 1, 2014",63005,90
23,211,"Saturday, November 1, 2014",58001,83
23,211,"Saturday, November 1, 2014",20041,85
23,211,"Saturday, November 1, 2014",27,49
23,211,"Saturday, November 1, 2014",57001,77
23,211,"Saturday, November 1, 2014",71,63
23,211,"Saturday, November 1, 2014",20058,68
23,211,"Saturday, November 1, 2014",59,73
23,211,"Saturday, November 1, 2014",64,71
23,211,"Saturday, November 1, 2014",12,26
23,211,"Saturday, November 1, 2014",66002,32
23,211,"Saturday, November 1, 2014",3033,85
23,211,"Saturday, November 1, 2014",84,86
23,211,"Saturday, November 1, 2014",3033,70
23,211,"Saturday, November 1, 2014",82001,74
23,211,"Saturday, November 1, 2014",42223,89
23,211,"Saturday, November 1, 2014",27,46
23,211,"Saturday, November 1, 2014",1,22
23,211,"Saturday, November 1, 2014",41,18
23,211,"Saturday, November 1, 2014",6001,11
23,211,"Saturday, November 1, 2014",59,88
23,211,"Saturday, November 1, 2014",62356,38
23,211,"Saturday, November 1, 2014",67,89
23,211,"Saturday, November 1, 2014",48001,84
23,211,"Saturday, November 1, 2014",27,33
23,211,"Saturday, November 1, 2014",42223,88
23,211,"Saturday, November 1, 2014",41,50
23,211,"Saturday, November 1, 2014",1,38
23,211,"Saturday, November 1, 2014",59,83
23,211,"Saturday, November 1, 2014",12,49
23,211,"Saturday, November 1, 2014",6001,31
23,211,"Saturday, November 1, 2014",58001,90
23,211,"Saturday, November 1, 2014",19701,43
23,211,"Saturday, November 1, 2014",40003,16
23,211,"Saturday, November 1, 2014",12,17
23,211,"Saturday, November 1, 2014",40003,13
23,211,"Saturday, November 1, 2014",20001,39
23,211,"Saturday, November 1, 2014",72,76
23,211,"Saturday, November 1, 2014",67,86
23,211,"Saturday, November 1, 2014",50001,34
23,211,"Saturday, November 1, 2014",66002,20
23,211,"Saturday, November 1, 2014",39813,20
23,211,"Saturday, November 1, 2014",59,88
23,211,"Saturday, November 1, 2014",116,27
23,211,"Saturday, November 1, 2014",158,44
23,211,"Saturday, November 1, 2014",24701,63
23,211,"Saturday, November 1, 2014",71601,29
23,211,"Saturday, November 1, 2014",3033,85
23,211,"Saturday, November 1, 2014",35004,23
23,211,"Saturday, November 1, 2014",7001,73
23,211,"Saturday, November 1, 2014",5101,72
23,211,"Saturday, November 1, 2014",57001,79
23,211,"Saturday, November 1, 2014",19701,22
23,211,"Saturday, November 1, 2014",7001,78
23,211,"Saturday, November 1, 2014",59,73
23,211,"Saturday, November 1, 2014",19701,30
23,211,"Saturday, November 1, 2014",15937,90
20,211,"Friday, August 1, 2014",43001,83
20,211,"Friday, August 1, 2014",19701,31
20,211,"Friday, August 1, 2014",27,48
20,211,"Friday, August 1, 2014",63005,69
20,211,"Friday, August 1, 2014",72,80
20,211,"Friday, August 1, 2014",57001,70
20,211,"Friday, August 1, 2014",20058,85
20,211,"Friday, August 1, 2014",68001,89
20,211,"Friday, August 1, 2014",68001,70
20,211,"Friday, August 1, 2014",6001,36
20,211,"Friday, August 1, 2014",20041,83
20,211,"Friday, August 1, 2014",41,15
20,211,"Friday, August 1, 2014",63005,76
20,211,"Friday, August 1, 2014",68001,83
20,211,"Friday, August 1, 2014",116,45
20,211,"Friday, August 1, 2014",35004,49
20,211,"Friday, August 1, 2014",88901,64
20,211,"Friday, August 1, 2014",72,88
20,211,"Friday, August 1, 2014",63005,86
20,211,"Friday, August 1, 2014",50001,20
20,211,"Friday, August 1, 2014",501,86
20,211,"Friday, August 1, 2014",188,63
20,211,"Friday, August 1, 2014",19701,12
20,211,"Friday, August 1, 2014",7001,77
20,211,"Friday, August 1, 2014",12,32
20,211,"Friday, August 1, 2014",158,30
20,211,"Friday, August 1, 2014",14,17
20,211,"Friday, August 1, 2014",2801,84
20,211,"Friday, August 1, 2014",2801,86
20,211,"Friday, August 1, 2014",59,90
20,211,"Friday, August 1, 2014",188,64
20,211,"Friday, August 1, 2014",82001,85
20,211,"Friday, August 1, 2014",59,76
20,211,"Friday, August 1, 2014",41,12
20,211,"Friday, August 1, 2014",116,25
20,211,"Friday, August 1, 2014",501,90
20,211,"Friday, August 1, 2014",29001,80
20,211,"Friday, August 1, 2014",67,72
20,211,"Friday, August 1, 2014",43001,80
20,211,"Friday, August 1, 2014",48001,73
20,211,"Friday, August 1, 2014",12,50
20,211,"Friday, August 1, 2014",50001,37
20,211,"Friday, August 1, 2014",15937,77
20,211,"Friday, August 1, 2014",68,62
20,211,"Friday, August 1, 2014",56,47
20,211,"Friday, August 1, 2014",63,64
20,211,"Friday, August 1, 2014",40003,34
20,211,"Friday, August 1, 2014",1,20
20,211,"Friday, August 1, 2014",68001,76
20,211,"Friday, August 1, 2014",2801,66
20,211,"Friday, August 1, 2014",63,89
20,211,"Friday, August 1, 2014",20001,40
20,211,"Friday, August 1, 2014",66002,33
20,211,"Friday, August 1, 2014",46001,37
20,211,"Friday, August 1, 2014",5101,80
20,211,"Friday, August 1, 2014",46001,41
20,211,"Friday, August 1, 2014",158,28
20,211,"Friday, August 1, 2014",12,35
20,211,"Friday, August 1, 2014",68001,67
20,211,"Friday, August 1, 2014",66002,45
20,211,"Friday, August 1, 2014",66002,36
20,211,"Friday, August 1, 2014",40003,20
20,211,"Friday, August 1, 2014",24701,73
20,211,"Friday, August 1, 2014",71,81
20,211,"Friday, August 1, 2014",1,41
20,211,"Friday, August 1, 2014",50001,27
20,211,"Friday, August 1, 2014",5101,82
20,211,"Friday, August 1, 2014",6001,42
20,211,"Friday, August 1, 2014",40003,46
20,211,"Friday, August 1, 2014",1,12
20,211,"Friday, August 1, 2014",24701,66
20,211,"Friday, August 1, 2014",68,77
20,211,"Friday, August 1, 2014",2801,69
20,211,"Friday, August 1, 2014",64,76
20,211,"Friday, August 1, 2014",56,40
20,211,"Friday, August 1, 2014",27,40
20,211,"Friday, August 1, 2014",29001,69
20,211,"Friday, August 1, 2014",12,10
20,211,"Friday, August 1, 2014",1,15
20,211,"Friday, August 1, 2014",88901,63
20,211,"Friday, August 1, 2014",42223,70
20,211,"Friday, August 1, 2014",20058,68
20,211,"Friday, August 1, 2014",2801,60
20,211,"Friday, August 1, 2014",158,28
20,211,"Friday, August 1, 2014",20058,72
20,211,"Friday, August 1, 2014",6001,39
20,211,"Friday, August 1, 2014",116,22
20,211,"Friday, August 1, 2014",46001,12
20,211,"Friday, August 1, 2014",72,72
20,211,"Friday, August 1, 2014",12,36
20,211,"Friday, August 1, 2014",67,90
20,211,"Friday, August 1, 2014",14,22
24,211,"Monday, December 1, 2014",72,85
24,211,"Monday, December 1, 2014",40003,31
24,211,"Monday, December 1, 2014",59,75
24,211,"Monday, December 1, 2014",20041,87
24,211,"Monday, December 1, 2014",48001,69
24,211,"Monday, December 1, 2014",14,31
24,211,"Monday, December 1, 2014",82001,60
24,211,"Monday, December 1, 2014",501,62
24,211,"Monday, December 1, 2014",29001,68
24,211,"Monday, December 1, 2014",84,87
24,211,"Monday, December 1, 2014",5101,63
24,211,"Monday, December 1, 2014",41,43
24,211,"Monday, December 1, 2014",14,33
24,211,"Monday, December 1, 2014",158,48
24,211,"Monday, December 1, 2014",29001,72
24,211,"Monday, December 1, 2014",24701,88
24,211,"Monday, December 1, 2014",43001,78
24,211,"Monday, December 1, 2014",53001,64
24,211,"Monday, December 1, 2014",1,39
24,211,"Monday, December 1, 2014",20001,34
24,211,"Monday, December 1, 2014",3033,65
24,211,"Monday, December 1, 2014",7001,86
24,211,"Monday, December 1, 2014",48001,69
24,211,"Monday, December 1, 2014",35004,48
24,211,"Monday, December 1, 2014",63005,71
