,ProductID,Date,Zip,Units,Revenue
182,2213,"Wednesday, September 21, 2005",29412,1,1070.37
183,2213,"Tuesday, October 21, 2003",94553,1,1070.37
184,2213,"Wednesday, September 14, 2005",92346,1,1070.37
185,2213,"Wednesday, September 6, 2006",79731,1,1070.37
186,2213,"Monday, March 27, 2006",87505,1,1070.37
187,2213,"Friday, June 30, 2006",39601,1,1070.37
188,2213,"Thursday, June 30, 2005",71923,1,1070.37
189,2213,"Tuesday, August 16, 2005",91384,1,1070.37
190,2213,"Wednesday, January 31, 2007",7059,1,1070.37
191,2213,"Tuesday, September 28, 2004",95758,1,1070.37
192,2213,"Thursday, March 30, 2006",12166,1,1070.37
193,2213,"Friday, November 24, 2006",76673,1,1070.37
194,2213,"Tuesday, December 30, 2003",96162,1,1070.37
195,2213,"Saturday, June 5, 2004",21787,1,1070.37
196,2213,"Wednesday, November 9, 2005",18964,1,1070.37
197,2213,"Thursday, October 23, 2003",46514,1,1070.37
198,2213,"Saturday, April 10, 2004",15102,1,1070.37
199,2213,"Tuesday, October 25, 2005",62293,1,1070.37
200,2213,"Sunday, November 16, 2003",17404,1,1070.37
201,2213,"Sunday, January 15, 2006",54487,1,1070.37
202,2213,"Sunday, August 21, 2005",32408,1,1070.37
203,2213,"Wednesday, June 30, 2004",70466,1,1070.37
204,2213,"Tuesday, December 28, 2004",38201,1,1070.37
205,2213,"Wednesday, June 14, 2006",95120,1,1070.37
206,2213,"Friday, September 26, 2003",28306,1,1070.37
207,2213,"Monday, May 8, 2006",79081,1,1070.37
208,2213,"Tuesday, July 29, 2003",92595,1,1070.37
209,2213,"Monday, May 14, 2007",98247,1,1070.37
210,2213,"Monday, June 27, 2005",18912,1,1070.37
211,2213,"Thursday, February 1, 2007",16364,1,1070.37
212,2213,"Wednesday, October 3, 2007",98563,1,1070.37
213,2213,"Thursday, June 8, 2006",54568,1,1070.37
214,2213,"Wednesday, January 28, 2004",35062,1,1070.37
215,2213,"Tuesday, June 20, 2006",27522,1,1070.37
216,2213,"Friday, June 17, 2005",36345,1,1070.37
217,2213,"Wednesday, February 21, 2007",43771,1,1070.37
218,2213,"Wednesday, April 20, 2005",95355,1,1070.37
219,2213,"Thursday, November 30, 2006",83687,1,1070.37
220,2213,"Wednesday, December 20, 2006",19096,1,1070.37
221,2213,"Thursday, March 1, 2007",28127,1,1070.37
222,2213,"Tuesday, December 2, 2003",74137,1,1070.37
223,2213,"Monday, October 30, 2006",54540,1,1070.37
224,2213,"Thursday, September 23, 2004",87144,1,1070.37
225,2213,"Saturday, January 10, 2004",92329,1,1070.37
226,2213,"Sunday, August 14, 2005",92065,1,1070.37
227,2213,"Sunday, April 30, 2006",83615,1,1070.37
228,2213,"Saturday, November 5, 2005",6488,1,1070.37
229,2213,"Saturday, June 5, 2004",89138,1,1070.37
230,2213,"Thursday, December 18, 2003",85364,1,1070.37
231,2213,"Monday, August 18, 2003",94110,1,1070.37
232,2213,"Thursday, November 16, 2006",94403,1,1070.37
233,2213,"Tuesday, June 29, 2004",29572,1,1070.37
234,2213,"Wednesday, January 14, 2004",12304,1,1070.37
235,2213,"Friday, January 30, 2004",48380,1,1070.37
236,2213,"Wednesday, March 30, 2005",92626,1,1070.37
237,2213,"Tuesday, May 4, 2004",94513,1,1070.37
238,2213,"Friday, June 8, 2007",29936,1,1070.37
239,2213,"Saturday, October 14, 2006",56601,1,1070.37
240,2213,"Friday, April 9, 2004",33584,1,1070.37
241,2213,"Wednesday, December 7, 2005",81001,1,1070.37
242,2213,"Monday, July 24, 2006",95336,1,1070.37
243,2213,"Friday, March 19, 2004",85086,1,1070.37
244,2213,"Friday, May 21, 2004",39654,1,1070.37
245,2213,"Sunday, May 14, 2006",29582,1,1070.37
246,2213,"Wednesday, February 2, 2005",6231,1,1070.37
247,2213,"Wednesday, December 14, 2005",32809,1,1070.37
248,2213,"Tuesday, June 22, 2004",28036,1,1070.37
249,2213,"Wednesday, March 14, 2007",89436,1,1070.37
250,2213,"Tuesday, April 13, 2004",92571,1,1070.37
251,2213,"Wednesday, February 8, 2006",97478,1,1070.37
252,2213,"Friday, June 16, 2006",20872,1,1070.37
253,2213,"Wednesday, January 28, 2004",8880,1,1070.37
254,2213,"Sunday, March 27, 2005",41557,1,1070.37
255,2213,"Thursday, October 23, 2003",41018,1,1070.37
256,2213,"Monday, January 31, 2005",29172,1,1070.37
257,2213,"Tuesday, June 28, 2011",14470,1,1070.37
258,2213,"Tuesday, June 29, 2004",33067,1,1070.37
259,2213,"Thursday, November 27, 2003",64804,1,1070.37
260,2213,"Tuesday, June 27, 2006",34982,1,1070.37
261,2213,"Friday, June 4, 2004",80528,1,1070.37
262,2213,"Saturday, November 25, 2006",91945,1,1070.37
263,2213,"Sunday, January 21, 2007",61201,1,1070.37
264,2213,"Wednesday, September 17, 2003",63701,1,1070.37
265,2213,"Saturday, September 2, 2006",76028,1,1070.37
266,2213,"Thursday, December 29, 2005",91905,1,1070.37
267,2213,"Tuesday, November 30, 2004",15747,1,1070.37
268,2213,"Thursday, September 2, 2004",34711,1,1070.37
269,2213,"Tuesday, June 29, 2004",30253,1,1070.37
270,2213,"Tuesday, June 28, 2005",85382,1,1070.37
271,2213,"Friday, December 9, 2005",55350,1,1070.37
272,2213,"Friday, October 28, 2005",11961,1,1070.37
273,2213,"Saturday, October 7, 2006",82730,1,1070.37
274,2213,"Monday, February 28, 2005",54016,1,1070.37
275,2213,"Monday, May 16, 2005",95663,1,1070.37
276,2213,"Saturday, October 29, 2005",15044,1,1070.37
277,2213,"Tuesday, October 26, 2004",21770,1,1070.37
278,2213,"Friday, June 23, 2006",59860,1,1070.37
279,2213,"Tuesday, June 27, 2006",94505,1,1070.37
280,2213,"Friday, November 19, 2004",55011,1,1070.37
281,2213,"Saturday, September 30, 2006",83604,1,1070.37
282,2213,"Thursday, June 17, 2004",21075,1,1070.37
283,2213,"Tuesday, October 5, 2004",49021,1,1070.37
284,2213,"Tuesday, March 23, 2004",21784,1,1070.37
285,2213,"Thursday, January 8, 2004",75956,1,1070.37
286,2213,"Tuesday, May 30, 2006",95032,1,1070.37
287,2213,"Tuesday, December 2, 2003",30153,1,1070.37
288,2213,"Wednesday, June 30, 2004",48350,1,1070.37
289,2213,"Friday, June 30, 2006",34655,1,1070.37
290,2213,"Wednesday, December 14, 2005",37849,1,1070.37
291,2213,"Monday, June 30, 2003",29464,1,1070.37
292,2213,"Friday, November 12, 2004",30560,1,1070.37
293,2213,"Thursday, February 16, 2006",37321,1,1070.37
294,2213,"Thursday, June 29, 2006",29646,1,1070.37
295,2213,"Wednesday, June 28, 2006",28326,1,1070.37
296,2213,"Monday, July 31, 2006",70585,1,1070.37
297,2213,"Sunday, January 28, 2007",48114,1,1070.37
298,2213,"Saturday, November 13, 2004",38257,1,1070.37
299,2213,"Friday, June 17, 2005",7865,1,1070.37
300,2213,"Tuesday, October 28, 2003",85296,1,1070.37
301,2213,"Tuesday, June 29, 2004",98926,1,1070.37
302,2213,"Friday, June 16, 2006",35216,1,1070.37
303,2213,"Wednesday, July 20, 2005",85254,1,1070.37
304,2213,"Tuesday, December 7, 2004",26554,1,1070.37
305,2213,"Wednesday, June 22, 2005",14818,1,1070.37
306,2213,"Wednesday, May 16, 2007",55164,1,1070.37
307,2213,"Wednesday, October 25, 2006",46131,1,1070.37
308,2213,"Friday, February 11, 2005",65616,1,1070.37
309,2213,"Friday, June 8, 2007",39520,1,1070.37
310,2213,"Friday, January 5, 2007",89015,1,1070.37
311,2213,"Monday, February 28, 2005",92335,1,1070.37
312,2213,"Friday, April 15, 2005",63028,1,1070.37
313,2213,"Friday, January 12, 2007",97459,1,1070.37
314,2213,"Monday, August 28, 2006",63031,1,1070.37
315,2213,"Wednesday, February 9, 2005",45230,1,1070.37
316,2213,"Thursday, January 25, 2007",28704,1,1070.37
317,2213,"Monday, June 27, 2005",58225,1,1070.37
318,2213,"Monday, August 21, 2006",34287,1,1070.37
319,2213,"Saturday, October 14, 2006",77084,1,1070.37
320,2213,"Sunday, January 30, 2005",54015,1,1070.37
321,2213,"Sunday, January 30, 2005",84663,1,1070.37
322,2213,"Thursday, September 7, 2006",43560,1,1070.37
323,2213,"Friday, June 10, 2005",47933,1,1070.37
324,2213,"Saturday, December 20, 2003",75063,1,1070.37
325,2213,"Wednesday, September 7, 2005",92780,1,1070.37
326,2213,"Monday, June 20, 2005",48144,1,1070.37
327,2213,"Friday, May 21, 2004",33029,1,1070.37
328,2213,"Tuesday, October 24, 2006",80134,1,1070.37
329,2213,"Wednesday, January 28, 2004",81132,1,1070.37
330,2213,"Tuesday, August 26, 2003",33414,1,1070.37
331,2213,"Wednesday, June 14, 2006",38730,1,1070.37
332,2213,"Tuesday, March 23, 2004",75089,1,1070.37
333,2213,"Friday, December 12, 2003",42141,1,1070.37
334,2213,"Monday, March 13, 2006",92113,1,1070.37
335,2213,"Saturday, September 22, 2007",48708,1,1070.37
336,2213,"Thursday, October 28, 2004",47909,1,1070.37
337,2213,"Saturday, June 18, 2005",71929,1,1070.37
338,2213,"Wednesday, February 4, 2004",36613,1,1070.37
339,2213,"Saturday, October 21, 2006",55118,1,1070.37
340,2213,"Sunday, January 11, 2004",97459,1,1070.37
341,2213,"Wednesday, June 30, 2004",38261,1,1070.37
342,2213,"Tuesday, April 19, 2005",95355,1,1070.37
343,2213,"Wednesday, May 16, 2007",86401,1,1070.37
344,2213,"Wednesday, December 28, 2005",48706,1,1070.37
345,2213,"Tuesday, July 25, 2006",36426,1,1070.37
346,2213,"Friday, November 7, 2003",28305,1,1070.37
347,2213,"Tuesday, June 15, 2004",91914,1,1070.37
348,2213,"Monday, March 14, 2005",85349,1,1070.37
349,2213,"Tuesday, June 21, 2005",66762,1,1070.37
350,2213,"Friday, June 3, 2005",93422,1,1070.37
351,2213,"Monday, June 19, 2006",57656,1,1070.37
352,2213,"Tuesday, December 27, 2005",97601,1,1070.37
353,2213,"Sunday, June 12, 2005",30022,1,1070.37
354,2213,"Thursday, November 4, 2004",44241,1,1070.37
355,2213,"Thursday, June 22, 2006",71441,1,1070.37
356,2213,"Friday, September 30, 2005",89511,1,1070.37
357,2213,"Friday, September 29, 2006",32174,1,1070.37
358,2213,"Sunday, September 7, 2003",93304,1,1070.37
359,2213,"Friday, April 15, 2005",70737,1,1070.37
360,2213,"Monday, July 31, 2006",59102,1,1070.37
361,2213,"Wednesday, January 17, 2007",75189,1,1070.37
362,2213,"Sunday, January 2, 2005",48848,1,1070.37
363,2213,"Wednesday, August 4, 2004",48047,1,1070.37
364,2213,"Thursday, November 23, 2006",59860,1,1070.37
365,2213,"Monday, July 19, 2004",85335,1,1070.37
366,2213,"Monday, June 27, 2005",44280,1,1070.37
367,2213,"Saturday, May 20, 2006",31907,1,1070.37
368,2213,"Thursday, October 13, 2005",16678,1,1070.37
369,2213,"Tuesday, October 12, 2004",37312,1,1070.37
370,2213,"Wednesday, September 15, 2004",97023,1,1070.37
371,2213,"Monday, January 31, 2005",45449,1,1070.37
372,2213,"Friday, June 30, 2006",27379,1,1070.37
373,2213,"Wednesday, March 24, 2004",68826,1,1070.37
374,2213,"Wednesday, November 30, 2005",40734,1,1070.37
375,2213,"Friday, September 19, 2003",41035,1,1070.37
376,2213,"Wednesday, November 30, 2005",37167,1,1070.37
377,2213,"Saturday, June 30, 2007",49829,1,1070.37
378,2213,"Tuesday, June 15, 2004",41076,1,1070.37
379,2213,"Sunday, June 18, 2006",37015,1,1070.37
380,2213,"Saturday, June 30, 2007",66402,1,1070.37
381,2213,"Friday, January 14, 2005",83634,1,1070.37
382,2213,"Friday, February 25, 2005",14072,1,1070.37
383,2213,"Friday, September 30, 2005",72416,1,1070.37
384,2213,"Wednesday, February 23, 2005",50263,1,1070.37
385,2213,"Friday, January 26, 2007",94928,1,1070.37
386,2213,"Sunday, November 30, 2003",38654,1,1070.37
387,2213,"Wednesday, August 27, 2003",32068,1,1070.37
388,2213,"Wednesday, June 22, 2005",75771,1,1070.37
389,2213,"Wednesday, February 2, 2005",40004,1,1070.37
390,2213,"Wednesday, November 30, 2005",56535,1,1070.37
391,2213,"Wednesday, June 16, 2004",27016,1,1070.37
392,2213,"Thursday, June 22, 2006",93536,1,1070.37
393,2213,"Thursday, November 13, 2003",7045,1,1070.37
394,2213,"Wednesday, June 9, 2004",83642,1,1070.37
395,2213,"Monday, July 31, 2006",92592,1,1070.37
396,2213,"Tuesday, April 12, 2005",34145,1,1070.37
397,2213,"Wednesday, November 16, 2005",28025,1,1070.37
398,2213,"Tuesday, December 26, 2006",19709,1,1070.37
399,2213,"Saturday, September 6, 2003",94566,1,1070.37
400,2213,"Thursday, September 14, 2006",83705,1,1070.37
401,2213,"Tuesday, October 28, 2003",41311,1,1070.37
402,2213,"Tuesday, June 20, 2006",16239,1,1070.37
403,2213,"Thursday, May 13, 2004",23112,1,1070.37
404,2213,"Monday, May 9, 2005",60586,1,1070.37
405,2213,"Tuesday, May 30, 2006",86406,1,1070.37
406,2213,"Sunday, September 25, 2005",94561,1,1070.37
407,2213,"Wednesday, February 14, 2007",59901,1,1070.37
408,2213,"Tuesday, August 15, 2006",12418,1,1070.37
409,2213,"Saturday, September 30, 2006",75703,1,1070.37
410,2213,"Monday, October 23, 2006",94002,1,1070.37
411,2213,"Thursday, June 30, 2005",53118,1,1070.37
412,2213,"Wednesday, November 5, 2003",71968,1,1070.37
413,2213,"Sunday, May 21, 2006",61607,1,1070.37
414,2213,"Monday, June 30, 2003",91737,1,1070.37
415,2213,"Wednesday, November 23, 2005",99577,1,1070.37
416,2213,"Wednesday, October 27, 2004",29488,1,1070.37
417,2213,"Sunday, May 22, 2005",93504,1,1070.37
418,2213,"Saturday, November 27, 2004",95135,1,1070.37
419,2213,"Tuesday, March 30, 2004",18103,1,1070.37
420,2213,"Wednesday, August 25, 2004",84043,1,1070.37
421,2213,"Friday, December 15, 2006",2747,1,1070.37
422,2213,"Saturday, November 11, 2006",91765,1,1070.37
423,2213,"Sunday, November 14, 2004",93021,1,1070.37
424,2213,"Wednesday, March 29, 2006",15009,1,1070.37
425,2213,"Wednesday, June 30, 2004",48843,1,1070.37
426,2213,"Thursday, April 27, 2006",83835,1,1070.37
427,2213,"Thursday, September 30, 2004",57718,1,1070.37
428,2213,"Thursday, November 10, 2005",25701,1,1070.37
429,2213,"Thursday, November 27, 2003",91377,1,1070.37
430,2213,"Friday, April 15, 2005",31512,1,1070.37
431,2213,"Wednesday, October 12, 2005",98321,1,1070.37
432,2213,"Monday, May 9, 2005",97453,1,1070.37
433,2213,"Saturday, January 22, 2005",30540,1,1070.37
434,2213,"Tuesday, April 25, 2006",90706,1,1070.37
435,2213,"Thursday, March 17, 2005",61520,1,1070.37
436,2213,"Tuesday, June 29, 2004",11787,1,1070.37
437,2213,"Friday, June 30, 2006",40831,1,1070.37
438,2213,"Wednesday, June 30, 2004",30711,1,1070.37
439,2213,"Monday, June 27, 2005",27530,1,1070.37
440,2213,"Friday, April 14, 2006",32355,1,1070.37
441,2213,"Monday, June 30, 2003",33498,1,1070.37
442,2213,"Sunday, July 27, 2003",67740,1,1070.37
443,2213,"Friday, December 30, 2005",48879,1,1070.37
444,2213,"Wednesday, April 27, 2005",99037,1,1070.37
445,2213,"Thursday, June 16, 2005",28792,1,1070.37
446,2213,"Monday, April 4, 2005",45114,1,1070.37
447,2213,"Wednesday, August 25, 2004",49303,1,1070.37
448,2213,"Monday, February 28, 2005",73142,1,1070.37
449,2213,"Tuesday, March 2, 2004",45701,1,1070.37
450,2213,"Wednesday, December 14, 2005",22701,1,1070.37
451,2213,"Sunday, September 4, 2005",32137,1,1070.37
452,2213,"Wednesday, June 23, 2004",50219,1,1070.37
453,2213,"Thursday, December 21, 2006",72117,1,1070.37
454,2213,"Wednesday, June 21, 2006",39562,1,1070.37
455,2213,"Tuesday, June 29, 2004",12077,1,1070.37
456,2213,"Tuesday, June 1, 2004",75501,1,1070.37
457,2213,"Tuesday, May 30, 2006",11790,1,1070.37
458,2213,"Saturday, April 2, 2005",91752,1,1070.37
459,2213,"Saturday, November 19, 2005",14883,1,1070.37
460,2213,"Sunday, May 16, 2004",91367,1,1070.37
461,2213,"Tuesday, January 16, 2007",18235,1,1070.37
462,2213,"Saturday, October 4, 2003",33544,1,1070.37
463,2213,"Tuesday, August 22, 2006",56320,1,1070.37
464,2213,"Tuesday, May 24, 2005",33444,1,1070.37
465,2213,"Saturday, September 30, 2006",15909,1,1070.37
466,2213,"Tuesday, June 27, 2006",29566,1,1070.37
467,2213,"Friday, June 22, 2007",28101,1,1070.37
468,2213,"Thursday, February 24, 2005",98053,1,1070.37
469,2213,"Thursday, June 30, 2005",64504,1,1070.37
470,2213,"Friday, June 11, 2004",44890,1,1070.37
471,2213,"Tuesday, October 30, 2007",65281,1,1070.37
472,2213,"Monday, June 27, 2005",36830,1,1070.37
473,2213,"Thursday, January 10, 2008",55976,1,1070.37
474,2213,"Wednesday, February 9, 2005",59864,1,1070.37
475,2213,"Wednesday, June 29, 2005",20854,1,1070.37
476,2213,"Tuesday, June 20, 2006",34974,1,1070.37
477,2213,"Tuesday, October 7, 2003",65608,1,1070.37
