ProductID,Product,Category,Segment,ManufacturerID,IsCompete
579,Maximus UC-44,Urban,Convenience,7,No
580,Maximus UC-45,Urban,Convenience,7,No
581,Maximus UC-46,Urban,Convenience,7,No
582,Maximus UC-47,Urban,Convenience,7,No
583,Maximus UC-48,Urban,Convenience,7,No
584,Maximus UC-49,Urban,Convenience,7,No
585,Maximus UC-50,Urban,Convenience,7,No
586,Maximus UC-51,Urban,Convenience,7,No
587,Maximus UC-52,Urban,Convenience,7,No
588,Maximus UC-53,Urban,Convenience,7,No
589,Maximus UC-54,Urban,Convenience,7,No
590,Maximus UC-55,Urban,Convenience,7,No
591,Maximus UC-56,Urban,Convenience,7,No
592,Maximus UC-57,Urban,Convenience,7,No
593,Maximus UC-58,Urban,Convenience,7,No
594,Maximus UC-59,Urban,Convenience,7,No
595,Maximus UC-60,Urban,Convenience,7,No
596,Maximus UC-61,Urban,Convenience,7,No
597,Maximus UC-62,Urban,Convenience,7,No
598,Maximus UC-63,Urban,Convenience,7,No
599,Maximus UC-64,Urban,Convenience,7,No
600,Maximus UC-65,Urban,Convenience,7,No
601,Maximus UC-66,Urban,Convenience,7,No
602,Maximus UC-67,Urban,Convenience,7,No
603,Maximus UC-68,Urban,Convenience,7,No
604,Maximus UC-69,Urban,Convenience,7,No
605,Maximus UC-70,Urban,Convenience,7,No
606,Maximus UC-71,Urban,Convenience,7,No
607,Maximus UC-72,Urban,Convenience,7,No
608,Maximus UC-73,Urban,Convenience,7,No
609,Maximus UC-74,Urban,Convenience,7,No
610,Maximus UC-75,Urban,Convenience,7,No
611,Maximus UC-76,Urban,Convenience,7,No
612,Maximus UC-77,Urban,Convenience,7,No
613,Maximus UC-78,Urban,Convenience,7,No
614,Maximus UC-79,Urban,Convenience,7,No
615,Maximus UC-80,Urban,Convenience,7,No
616,Maximus UC-81,Urban,Convenience,7,No
617,Maximus UC-82,Urban,Convenience,7,No
618,Maximus UC-83,Urban,Convenience,7,No
619,Maximus UC-84,Urban,Convenience,7,No
620,Maximus UC-85,Urban,Convenience,7,No
621,Maximus UC-86,Urban,Convenience,7,No
622,Maximus UC-87,Urban,Convenience,7,No
623,Maximus UC-88,Urban,Convenience,7,No
624,Maximus UC-89,Urban,Convenience,7,No
625,Maximus UC-90,Urban,Convenience,7,No
626,Maximus UC-91,Urban,Convenience,7,No
627,Maximus UC-92,Urban,Convenience,7,No
628,Maximus UC-93,Urban,Convenience,7,No
629,Maximus UC-94,Urban,Convenience,7,No
630,Maximus UC-95,Urban,Convenience,7,No
631,Maximus UC-96,Urban,Convenience,7,No
632,Maximus UC-97,Urban,Convenience,7,No
633,Maximus UC-98,Urban,Convenience,7,No
634,Maximus UC-99,Urban,Convenience,7,No
635,Maximus UC-00,Urban,Convenience,7,No
636,Maximus UC-01,Urban,Convenience,7,No
637,Maximus UC-02,Urban,Convenience,7,No
638,Maximus UC-03,Urban,Convenience,7,No
639,Maximus UC-04,Urban,Convenience,7,No
640,Maximus UC-05,Urban,Convenience,7,No
641,Maximus UC-06,Urban,Convenience,7,No
642,Maximus UC-07,Urban,Convenience,7,No
643,Maximus UC-08,Urban,Convenience,7,No
644,Maximus UC-09,Urban,Convenience,7,No
645,Maximus UC-10,Urban,Convenience,7,No
646,Maximus UC-11,Urban,Convenience,7,No
647,Maximus UC-12,Urban,Convenience,7,No
648,Maximus UC-13,Urban,Convenience,7,No
649,Maximus UC-14,Urban,Convenience,7,No
650,Maximus UC-15,Urban,Convenience,7,No
651,Maximus UC-16,Urban,Convenience,7,No
652,Maximus UC-17,Urban,Convenience,7,No
653,Maximus UC-18,Urban,Convenience,7,No
654,Maximus UC-19,Urban,Convenience,7,No
655,Maximus UC-20,Urban,Convenience,7,No
656,Maximus UC-21,Urban,Convenience,7,No
657,Maximus UC-22,Urban,Convenience,7,No
658,Maximus UC-23,Urban,Convenience,7,No
659,Maximus UC-24,Urban,Convenience,7,No
660,Maximus UC-25,Urban,Convenience,7,No
661,Maximus UC-26,Urban,Convenience,7,No
662,Maximus UC-27,Urban,Convenience,7,No
663,Maximus UC-28,Urban,Convenience,7,No
664,Maximus UC-29,Urban,Convenience,7,No
665,Maximus UC-30,Urban,Convenience,7,No
666,Maximus UC-31,Urban,Convenience,7,No
667,Maximus UC-32,Urban,Convenience,7,No
668,Maximus UC-33,Urban,Convenience,7,No
669,Maximus UC-34,Urban,Convenience,7,No
670,Maximus UC-35,Urban,Convenience,7,No
671,Maximus UC-36,Urban,Convenience,7,No
672,Maximus UC-37,Urban,Convenience,7,No
673,Maximus UC-38,Urban,Convenience,7,No
674,Maximus UC-39,Urban,Convenience,7,No
675,Maximus UC-40,Urban,Convenience,7,No
676,Maximus UC-41,Urban,Convenience,7,No
677,Maximus UC-42,Urban,Convenience,7,No
678,Maximus UC-43,Urban,Convenience,7,No
679,Maximus UC-44,Urban,Convenience,7,No
680,Maximus UC-45,Urban,Convenience,7,No
681,Maximus UC-46,Urban,Convenience,7,No
682,Maximus UC-47,Urban,Convenience,7,No
683,Maximus UC-48,Urban,Convenience,7,No
684,Maximus UC-49,Urban,Convenience,7,No
685,Maximus UC-50,Urban,Convenience,7,No
686,Maximus UC-51,Urban,Convenience,7,No
687,Maximus UC-52,Urban,Convenience,7,No
688,Maximus UC-53,Urban,Convenience,7,No
689,Maximus UC-54,Urban,Convenience,7,No
690,Maximus UC-55,Urban,Convenience,7,No
691,Maximus UC-56,Urban,Convenience,7,No
692,Maximus UC-57,Urban,Convenience,7,No
693,Maximus UC-58,Urban,Convenience,7,No
1029,Palma UC-01,Urban,Convenience,9,No
1030,Palma UC-02,Urban,Convenience,9,No
1031,Palma UC-03,Urban,Convenience,9,No
1032,Palma UC-04,Urban,Convenience,9,No
1033,Palma UC-05,Urban,Convenience,9,No
1034,Palma UC-06,Urban,Convenience,9,No
1035,Palma UC-07,Urban,Convenience,9,No
1036,Palma UC-08,Urban,Convenience,9,No
1037,Palma UC-09,Urban,Convenience,9,No
1038,Palma UC-10,Urban,Convenience,9,No
1039,Palma UC-11,Urban,Convenience,9,No
1040,Palma UC-12,Urban,Convenience,9,No
1041,Palma UC-13,Urban,Convenience,9,No
1042,Palma UC-14,Urban,Convenience,9,No
1199,Pirum UC-01,Urban,Convenience,10,No
1200,Pirum UC-02,Urban,Convenience,10,No
1201,Pirum UC-03,Urban,Convenience,10,No
1202,Pirum UC-04,Urban,Convenience,10,No
1203,Pirum UC-05,Urban,Convenience,10,No
1204,Pirum UC-06,Urban,Convenience,10,No
1205,Pirum UC-07,Urban,Convenience,10,No
1206,Pirum UC-08,Urban,Convenience,10,No
1207,Pirum UC-09,Urban,Convenience,10,No
1208,Pirum UC-10,Urban,Convenience,10,No
1209,Pirum UC-11,Urban,Convenience,10,No
1210,Pirum UC-12,Urban,Convenience,10,No
1211,Pirum UC-13,Urban,Convenience,10,No
1212,Pirum UC-14,Urban,Convenience,10,No
1213,Pirum UC-15,Urban,Convenience,10,No
1214,Pirum UC-16,Urban,Convenience,10,No
1215,Pirum UC-17,Urban,Convenience,10,No
1216,Pirum UC-18,Urban,Convenience,10,No
1217,Pirum UC-19,Urban,Convenience,10,No
1218,Pirum UC-20,Urban,Convenience,10,No
1219,Pirum UC-21,Urban,Convenience,10,No
1220,Pirum UC-22,Urban,Convenience,10,No
1221,Pirum UC-23,Urban,Convenience,10,No
1222,Pirum UC-24,Urban,Convenience,10,No
1223,Pirum UC-25,Urban,Convenience,10,No
1224,Pirum UC-26,Urban,Convenience,10,No
1225,Pirum UC-27,Urban,Convenience,10,No
1226,Pirum UC-28,Urban,Convenience,10,No
1227,Pirum UC-29,Urban,Convenience,10,No
1228,Pirum UC-30,Urban,Convenience,10,No
1229,Pirum UC-31,Urban,Convenience,10,No
1230,Pirum UC-32,Urban,Convenience,10,No
1231,Pirum UC-33,Urban,Convenience,10,No
1232,Pirum UC-34,Urban,Convenience,10,No
1689,Salvus UC-01,Urban,Convenience,13,No
1795,Pomum UC-01,Urban,Convenience,11,No
1796,Pomum UC-02,Urban,Convenience,11,No
1797,Pomum UC-03,Urban,Convenience,11,No
1798,Pomum UC-04,Urban,Convenience,11,No
1799,Pomum UC-05,Urban,Convenience,11,No
1800,Pomum UC-06,Urban,Convenience,11,No
1801,Pomum UC-07,Urban,Convenience,11,No
1802,Pomum UC-08,Urban,Convenience,11,No
1803,Pomum UC-09,Urban,Convenience,11,No
1804,Pomum UC-10,Urban,Convenience,11,No
1805,Pomum UC-11,Urban,Convenience,11,No
1882,Leo UC-01,Urban,Convenience,6,No
1883,Leo UC-02,Urban,Convenience,6,No
1884,Leo UC-03,Urban,Convenience,6,No
1885,Leo UC-04,Urban,Convenience,6,No
1886,Leo UC-05,Urban,Convenience,6,No
1887,Leo UC-06,Urban,Convenience,6,No
1888,Leo UC-07,Urban,Convenience,6,No
1889,Leo UC-08,Urban,Convenience,6,No
189,Abbas UC-01,Urban,Convenience,1,No
1890,Leo UC-09,Urban,Convenience,6,No
1891,Leo UC-10,Urban,Convenience,6,No
1892,Leo UC-11,Urban,Convenience,6,No
1893,Leo UC-12,Urban,Convenience,6,No
1894,Leo UC-13,Urban,Convenience,6,No
1895,Leo UC-14,Urban,Convenience,6,No
1896,Leo UC-15,Urban,Convenience,6,No
1897,Leo UC-16,Urban,Convenience,6,No
1898,Leo UC-17,Urban,Convenience,6,No
1899,Leo UC-18,Urban,Convenience,6,No
190,Abbas UC-02,Urban,Convenience,1,No
1900,Leo UC-19,Urban,Convenience,6,No
1901,Leo UC-20,Urban,Convenience,6,No
1902,Leo UC-21,Urban,Convenience,6,No
1903,Leo UC-22,Urban,Convenience,6,No
1904,Leo UC-23,Urban,Convenience,6,No
1905,Leo UC-24,Urban,Convenience,6,No
1906,Leo UC-25,Urban,Convenience,6,No
1907,Leo UC-26,Urban,Convenience,6,No
191,Abbas UC-03,Urban,Convenience,1,No
192,Abbas UC-04,Urban,Convenience,1,No
193,Abbas UC-05,Urban,Convenience,1,No
194,Abbas UC-06,Urban,Convenience,1,No
195,Abbas UC-07,Urban,Convenience,1,No
196,Abbas UC-08,Urban,Convenience,1,No
2066,Currus UC-01,Urban,Convenience,4,No
2067,Currus UC-02,Urban,Convenience,4,No
2068,Currus UC-03,Urban,Convenience,4,No
2069,Currus UC-04,Urban,Convenience,4,No
2070,Currus UC-05,Urban,Convenience,4,No
2071,Currus UC-06,Urban,Convenience,4,No
2072,Currus UC-07,Urban,Convenience,4,No
2073,Currus UC-08,Urban,Convenience,4,No
2074,Currus UC-09,Urban,Convenience,4,No
2075,Currus UC-10,Urban,Convenience,4,No
2076,Currus UC-11,Urban,Convenience,4,No
2077,Currus UC-12,Urban,Convenience,4,No
2078,Currus UC-13,Urban,Convenience,4,No
2079,Currus UC-14,Urban,Convenience,4,No
2080,Currus UC-15,Urban,Convenience,4,No
2081,Currus UC-16,Urban,Convenience,4,No
2082,Currus UC-17,Urban,Convenience,4,No
2083,Currus UC-18,Urban,Convenience,4,No
2084,Currus UC-19,Urban,Convenience,4,No
2085,Currus UC-20,Urban,Convenience,4,No
2086,Currus UC-21,Urban,Convenience,4,No
2087,Currus UC-22,Urban,Convenience,4,No
2088,Currus UC-23,Urban,Convenience,4,No
2089,Currus UC-24,Urban,Convenience,4,No
2090,Currus UC-25,Urban,Convenience,4,No
2091,Currus UC-26,Urban,Convenience,4,No
2092,Currus UC-27,Urban,Convenience,4,No
2093,Currus UC-28,Urban,Convenience,4,No
2094,Currus UC-29,Urban,Convenience,4,No
2095,Currus UC-30,Urban,Convenience,4,No
2096,Currus UC-31,Urban,Convenience,4,No
2171,Victoria UC-01,Urban,Convenience,14,No
2172,Victoria UC-02,Urban,Convenience,14,No
2173,Victoria UC-03,Urban,Convenience,14,No
2174,Victoria UC-04,Urban,Convenience,14,No
2175,Victoria UC-05,Urban,Convenience,14,No
2176,Victoria UC-06,Urban,Convenience,14,No
2177,Victoria UC-07,Urban,Convenience,14,No
2178,Victoria UC-08,Urban,Convenience,14,No
2179,Victoria UC-09,Urban,Convenience,14,No
2180,Victoria UC-10,Urban,Convenience,14,No
2181,Victoria UC-11,Urban,Convenience,14,No
2182,Victoria UC-12,Urban,Convenience,14,No
2183,Victoria UC-13,Urban,Convenience,14,No
2184,Victoria UC-14,Urban,Convenience,14,No
2185,Victoria UC-15,Urban,Convenience,14,No
2186,Victoria UC-16,Urban,Convenience,14,No
2353,Aliqui UC-01,Urban,Convenience,2,No
2354,Aliqui UC-02,Urban,Convenience,2,No
2355,Aliqui UC-03,Urban,Convenience,2,No
2356,Aliqui UC-04,Urban,Convenience,2,No
2357,Aliqui UC-05,Urban,Convenience,2,No
2358,Aliqui UC-06,Urban,Convenience,2,No
2359,Aliqui UC-07,Urban,Convenience,2,No
2360,Aliqui UC-08,Urban,Convenience,2,No
2361,Aliqui UC-09,Urban,Convenience,2,No
2362,Aliqui UC-10,Urban,Convenience,2,No
2363,Aliqui UC-11,Urban,Convenience,2,No
2364,Aliqui UC-12,Urban,Convenience,2,No
2365,Aliqui UC-13,Urban,Convenience,2,No
2366,Aliqui UC-14,Urban,Convenience,2,No
2367,Aliqui UC-15,Urban,Convenience,2,No
2368,Aliqui UC-16,Urban,Convenience,2,No
2369,Aliqui UC-17,Urban,Convenience,2,No
2370,Aliqui UC-18,Urban,Convenience,2,No
2371,Aliqui UC-19,Urban,Convenience,2,No
2372,Aliqui UC-20,Urban,Convenience,2,No
2373,Aliqui UC-21,Urban,Convenience,2,No
2374,Aliqui UC-22,Urban,Convenience,2,No
2375,Aliqui UC-23,Urban,Convenience,2,No
2376,Aliqui UC-24,Urban,Convenience,2,No
2377,Aliqui UC-25,Urban,Convenience,2,No
2378,Aliqui UC-26,Urban,Convenience,2,No
2379,Aliqui UC-27,Urban,Convenience,2,No
2380,Aliqui UC-28,Urban,Convenience,2,No
2381,Aliqui UC-29,Urban,Convenience,2,No
2382,Aliqui UC-30,Urban,Convenience,2,No
2383,Aliqui UC-31,Urban,Convenience,2,No
2384,Aliqui UC-32,Urban,Convenience,2,No
2385,Aliqui UC-33,Urban,Convenience,2,No
2386,Aliqui UC-34,Urban,Convenience,2,No
2387,Aliqui UC-35,Urban,Convenience,2,No
2388,Aliqui UC-36,Urban,Convenience,2,No
2389,Aliqui UC-37,Urban,Convenience,2,No
2390,Aliqui UC-38,Urban,Convenience,2,No
2391,Aliqui UC-39,Urban,Convenience,2,No
387,Fama UC-01,Urban,Convenience,5,No
388,Fama UC-02,Urban,Convenience,5,No
389,Fama UC-03,Urban,Convenience,5,No
390,Fama UC-04,Urban,Convenience,5,No
391,Fama UC-05,Urban,Convenience,5,No
938,Natura UC-01,Urban,Convenience,8,No
939,Natura UC-02,Urban,Convenience,8,No
940,Natura UC-03,Urban,Convenience,8,No
941,Natura UC-04,Urban,Convenience,8,No
942,Natura UC-05,Urban,Convenience,8,No
943,Natura UC-06,Urban,Convenience,8,No
944,Natura UC-07,Urban,Convenience,8,No
945,Natura UC-08,Urban,Convenience,8,No
946,Natura UC-09,Urban,Convenience,8,No
947,Natura UC-10,Urban,Convenience,8,No
948,Natura UC-11,Urban,Convenience,8,No
949,Natura UC-12,Urban,Convenience,8,No
950,Natura UC-13,Urban,Convenience,8,No
951,Natura UC-14,Urban,Convenience,8,No
952,Natura UC-15,Urban,Convenience,8,No
953,Natura UC-16,Urban,Convenience,8,No
954,Natura UC-17,Urban,Convenience,8,No
955,Natura UC-18,Urban,Convenience,8,No
956,Natura UC-19,Urban,Convenience,8,No
957,Natura UC-20,Urban,Convenience,8,No
958,Natura UC-21,Urban,Convenience,8,No
959,Natura UC-22,Urban,Convenience,8,No
960,Natura UC-23,Urban,Convenience,8,No
961,Natura UC-24,Urban,Convenience,8,No
962,Natura UC-25,Urban,Convenience,8,No
963,Natura UC-26,Urban,Convenience,8,No
964,Natura UC-27,Urban,Convenience,8,No
965,Natura UC-28,Urban,Convenience,8,No
966,Natura UC-29,Urban,Convenience,8,No
967,Natura UC-30,Urban,Convenience,8,No
968,Natura UC-31,Urban,Convenience,8,No
969,Natura UC-32,Urban,Convenience,8,No
970,Natura UC-33,Urban,Convenience,8,No
971,Natura UC-34,Urban,Convenience,8,No
972,Natura UC-35,Urban,Convenience,8,No
973,Natura UC-36,Urban,Convenience,8,No
974,Natura UC-37,Urban,Convenience,8,No
975,Natura UC-38,Urban,Convenience,8,No
976,Natura UC-39,Urban,Convenience,8,No
977,Natura UC-40,Urban,Convenience,8,No
978,Natura UC-41,Urban,Convenience,8,No
979,Natura UC-42,Urban,Convenience,8,No
980,Natura UC-43,Urban,Convenience,8,No
981,Natura UC-44,Urban,Convenience,8,No
982,Natura UC-45,Urban,Convenience,8,No
983,Natura UC-46,Urban,Convenience,8,No
984,Natura UC-47,Urban,Convenience,8,No
985,Natura UC-48,Urban,Convenience,8,No
986,Natura UC-49,Urban,Convenience,8,No
987,Natura UC-50,Urban,Convenience,8,No
988,Natura UC-51,Urban,Convenience,8,No
989,Natura UC-52,Urban,Convenience,8,No
990,Natura UC-53,Urban,Convenience,8,No
991,Natura UC-54,Urban,Convenience,8,No
992,Natura UC-55,Urban,Convenience,8,No
993,Natura UC-56,Urban,Convenience,8,No
994,Natura UC-57,Urban,Convenience,8,No
995,Natura UC-58,Urban,Convenience,8,No
996,Natura UC-59,Urban,Convenience,8,No
997,Natura UC-60,Urban,Convenience,8,No
998,Natura UC-61,Urban,Convenience,8,No
999,Natura UC-62,Urban,Convenience,8,No
1165,Pirum UE-01,Urban,Extreme,10,No
1166,Pirum UE-02,Urban,Extreme,10,No
1167,Pirum UE-03,Urban,Extreme,10,No
1168,Pirum UE-04,Urban,Extreme,10,No
1169,Pirum UE-05,Urban,Extreme,10,No
1170,Pirum UE-06,Urban,Extreme,10,No
1171,Pirum UE-07,Urban,Extreme,10,No
1172,Pirum UE-08,Urban,Extreme,10,No
1173,Pirum UE-09,Urban,Extreme,10,No
1174,Pirum UE-10,Urban,Extreme,10,No
1175,Pirum UE-11,Urban,Extreme,10,No
1176,Pirum UE-12,Urban,Extreme,10,No
1177,Pirum UE-13,Urban,Extreme,10,No
1178,Pirum UE-14,Urban,Extreme,10,No
1179,Pirum UE-15,Urban,Extreme,10,No
1180,Pirum UE-16,Urban,Extreme,10,No
1181,Pirum UE-17,Urban,Extreme,10,No
1182,Pirum UE-18,Urban,Extreme,10,No
1183,Pirum UE-19,Urban,Extreme,10,No
1184,Pirum UE-20,Urban,Extreme,10,No
1185,Pirum UE-21,Urban,Extreme,10,No
1186,Pirum UE-22,Urban,Extreme,10,No
1187,Pirum UE-23,Urban,Extreme,10,No
1188,Pirum UE-24,Urban,Extreme,10,No
1189,Pirum UE-25,Urban,Extreme,10,No
1190,Pirum UE-26,Urban,Extreme,10,No
1191,Pirum UE-27,Urban,Extreme,10,No
1192,Pirum UE-28,Urban,Extreme,10,No
1193,Pirum UE-29,Urban,Extreme,10,No
1194,Pirum UE-30,Urban,Extreme,10,No
1195,Pirum UE-31,Urban,Extreme,10,No
1196,Pirum UE-32,Urban,Extreme,10,No
1197,Pirum UE-33,Urban,Extreme,10,No
1198,Pirum UE-34,Urban,Extreme,10,No
1671,Quibus UE-01,Urban,Extreme,12,No
1672,Quibus UE-02,Urban,Extreme,12,No
1673,Quibus UE-03,Urban,Extreme,12,No
1674,Quibus UE-04,Urban,Extreme,12,No
1675,Quibus UE-05,Urban,Extreme,12,No
1676,Quibus UE-06,Urban,Extreme,12,No
1677,Quibus UE-07,Urban,Extreme,12,No
1678,Quibus UE-08,Urban,Extreme,12,No
1679,Quibus UE-09,Urban,Extreme,12,No
1680,Quibus UE-10,Urban,Extreme,12,No
1681,Quibus UE-11,Urban,Extreme,12,No
1682,Quibus UE-12,Urban,Extreme,12,No
1683,Quibus UE-13,Urban,Extreme,12,No
1684,Quibus UE-14,Urban,Extreme,12,No
1685,Quibus UE-15,Urban,Extreme,12,No
1686,Quibus UE-16,Urban,Extreme,12,No
1687,Quibus UE-17,Urban,Extreme,12,No
1688,Salvus UE-01,Urban,Extreme,13,No
173,Abbas UE-01,Urban,Extreme,1,No
174,Abbas UE-02,Urban,Extreme,1,No
175,Abbas UE-03,Urban,Extreme,1,No
176,Abbas UE-04,Urban,Extreme,1,No
1766,Pomum UE-01,Urban,Extreme,11,No
1767,Pomum UE-02,Urban,Extreme,11,No
1768,Pomum UE-03,Urban,Extreme,11,No
1769,Pomum UE-04,Urban,Extreme,11,No
177,Abbas UE-05,Urban,Extreme,1,No
1770,Pomum UE-05,Urban,Extreme,11,No
1771,Pomum UE-06,Urban,Extreme,11,No
1772,Pomum UE-07,Urban,Extreme,11,No
1773,Pomum UE-08,Urban,Extreme,11,No
1774,Pomum UE-09,Urban,Extreme,11,No
1775,Pomum UE-10,Urban,Extreme,11,No
1776,Pomum UE-11,Urban,Extreme,11,No
1777,Pomum UE-12,Urban,Extreme,11,No
1778,Pomum UE-13,Urban,Extreme,11,No
1779,Pomum UE-14,Urban,Extreme,11,No
178,Abbas UE-06,Urban,Extreme,1,No
1780,Pomum UE-15,Urban,Extreme,11,No
1781,Pomum UE-16,Urban,Extreme,11,No
1782,Pomum UE-17,Urban,Extreme,11,No
1783,Pomum UE-18,Urban,Extreme,11,No
1784,Pomum UE-19,Urban,Extreme,11,No
1785,Pomum UE-20,Urban,Extreme,11,No
1786,Pomum UE-21,Urban,Extreme,11,No
1787,Pomum UE-22,Urban,Extreme,11,No
1788,Pomum UE-23,Urban,Extreme,11,No
1789,Pomum UE-24,Urban,Extreme,11,No
179,Abbas UE-07,Urban,Extreme,1,No
1790,Pomum UE-25,Urban,Extreme,11,No
1791,Pomum UE-26,Urban,Extreme,11,No
1792,Pomum UE-27,Urban,Extreme,11,No
1793,Pomum UE-28,Urban,Extreme,11,No
1794,Pomum UE-29,Urban,Extreme,11,No
180,Abbas UE-08,Urban,Extreme,1,No
181,Abbas UE-09,Urban,Extreme,1,No
182,Abbas UE-10,Urban,Extreme,1,No
183,Abbas UE-11,Urban,Extreme,1,No
184,Abbas UE-12,Urban,Extreme,1,No
185,Abbas UE-13,Urban,Extreme,1,No
186,Abbas UE-14,Urban,Extreme,1,No
187,Abbas UE-15,Urban,Extreme,1,No
188,Abbas UE-16,Urban,Extreme,1,No
2041,Currus UE-01,Urban,Extreme,4,No
2042,Currus UE-02,Urban,Extreme,4,No
2043,Currus UE-03,Urban,Extreme,4,No
2044,Currus UE-04,Urban,Extreme,4,No
2045,Currus UE-05,Urban,Extreme,4,No
2046,Currus UE-06,Urban,Extreme,4,No
2047,Currus UE-07,Urban,Extreme,4,No
2048,Currus UE-08,Urban,Extreme,4,No
2049,Currus UE-09,Urban,Extreme,4,No
2050,Currus UE-10,Urban,Extreme,4,No
2051,Currus UE-11,Urban,Extreme,4,No
2052,Currus UE-12,Urban,Extreme,4,No
2053,Currus UE-13,Urban,Extreme,4,No
2054,Currus UE-14,Urban,Extreme,4,No
2055,Currus UE-15,Urban,Extreme,4,No
2056,Currus UE-16,Urban,Extreme,4,No
2057,Currus UE-17,Urban,Extreme,4,No
2058,Currus UE-18,Urban,Extreme,4,No
2059,Currus UE-19,Urban,Extreme,4,No
2060,Currus UE-20,Urban,Extreme,4,No
2061,Currus UE-21,Urban,Extreme,4,No
2062,Currus UE-22,Urban,Extreme,4,No
2063,Currus UE-23,Urban,Extreme,4,No
2064,Currus UE-24,Urban,Extreme,4,No
2065,Currus UE-25,Urban,Extreme,4,No
2148,Victoria UE-01,Urban,Extreme,14,No
2149,Victoria UE-02,Urban,Extreme,14,No
2150,Victoria UE-03,Urban,Extreme,14,No
2151,Victoria UE-04,Urban,Extreme,14,No
2152,Victoria UE-05,Urban,Extreme,14,No
2153,Victoria UE-06,Urban,Extreme,14,No
2154,Victoria UE-07,Urban,Extreme,14,No
2155,Victoria UE-08,Urban,Extreme,14,No
2156,Victoria UE-09,Urban,Extreme,14,No
2157,Victoria UE-10,Urban,Extreme,14,No
2158,Victoria UE-11,Urban,Extreme,14,No
2159,Victoria UE-12,Urban,Extreme,14,No
2160,Victoria UE-13,Urban,Extreme,14,No
2161,Victoria UE-14,Urban,Extreme,14,No
2162,Victoria UE-15,Urban,Extreme,14,No
2163,Victoria UE-16,Urban,Extreme,14,No
2164,Victoria UE-17,Urban,Extreme,14,No
2165,Victoria UE-18,Urban,Extreme,14,No
2166,Victoria UE-19,Urban,Extreme,14,No
2167,Victoria UE-20,Urban,Extreme,14,No
2168,Victoria UE-21,Urban,Extreme,14,No
2169,Victoria UE-22,Urban,Extreme,14,No
2170,Victoria UE-23,Urban,Extreme,14,No
2327,Aliqui UE-01,Urban,Extreme,2,No
2328,Aliqui UE-02,Urban,Extreme,2,No
2329,Aliqui UE-03,Urban,Extreme,2,No
2330,Aliqui UE-04,Urban,Extreme,2,No
2331,Aliqui UE-05,Urban,Extreme,2,No
2332,Aliqui UE-06,Urban,Extreme,2,No
2333,Aliqui UE-07,Urban,Extreme,2,No
2334,Aliqui UE-08,Urban,Extreme,2,No
2335,Aliqui UE-09,Urban,Extreme,2,No
2336,Aliqui UE-10,Urban,Extreme,2,No
2337,Aliqui UE-11,Urban,Extreme,2,No
2338,Aliqui UE-12,Urban,Extreme,2,No
2339,Aliqui UE-13,Urban,Extreme,2,No
2340,Aliqui UE-14,Urban,Extreme,2,No
2341,Aliqui UE-15,Urban,Extreme,2,No
2342,Aliqui UE-16,Urban,Extreme,2,No
2343,Aliqui UE-17,Urban,Extreme,2,No
2344,Aliqui UE-18,Urban,Extreme,2,No
2345,Aliqui UE-19,Urban,Extreme,2,No
2346,Aliqui UE-20,Urban,Extreme,2,No
2347,Aliqui UE-21,Urban,Extreme,2,No
